,building,greenery,img
165,1.275,34.958,masks\TRAIN_0165.png
166,6.724,30.444,masks\TRAIN_0166.png
167,10.52,62.467,masks\TRAIN_0167.png
168,14.076,10.711,masks\TRAIN_0168.png
169,8.139,23.521,masks\TRAIN_0169.png
170,5.401,49.621,masks\TRAIN_0170.png
171,9.991,46.628,masks\TRAIN_0171.png
172,6.399,56.086,masks\TRAIN_0172.png
173,7.291,17.655,masks\TRAIN_0173.png
174,2.547,43.759,masks\TRAIN_0174.png
175,4.451,17.556,masks\TRAIN_0175.png
176,10.312,45.745,masks\TRAIN_0176.png
177,2.213,64.046,masks\TRAIN_0177.png
178,1.942,19.075,masks\TRAIN_0178.png
179,12.638,17.477,masks\TRAIN_0179.png
180,1.19,61.152,masks\TRAIN_0180.png
181,8.086,12.661,masks\TRAIN_0181.png
182,1.168,83.458,masks\TRAIN_0182.png
183,9.165,55.45,masks\TRAIN_0183.png
184,5.669,62.423,masks\TRAIN_0184.png
185,1.81,86.291,masks\TRAIN_0185.png
186,8.167,36.474,masks\TRAIN_0186.png
187,15.074,24.153,masks\TRAIN_0187.png
188,2.475,39.1,masks\TRAIN_0188.png
189,3.756,29.154,masks\TRAIN_0189.png
190,3.851,68.283,masks\TRAIN_0190.png
191,4.613,58.449,masks\TRAIN_0191.png
192,11.651,21.373,masks\TRAIN_0192.png
193,5.295,18.976,masks\TRAIN_0193.png
194,4.258,35.738,masks\TRAIN_0194.png
195,13.198,23.748,masks\TRAIN_0195.png
196,7.685,59.985,masks\TRAIN_0196.png
197,3.775,28.42,masks\TRAIN_0197.png
198,1.202,83.686,masks\TRAIN_0198.png
199,1.494,55.011,masks\TRAIN_0199.png
200,2.867,58.931,masks\TRAIN_0200.png
201,2.804,8.897,masks\TRAIN_0201.png
202,3.381,78.858,masks\TRAIN_0202.png
203,3.069,79.006,masks\TRAIN_0203.png
204,7.01,12.988,masks\TRAIN_0204.png
205,5.2,11.965,masks\TRAIN_0205.png
206,12.814,36.34,masks\TRAIN_0206.png
207,1.916,74.587,masks\TRAIN_0207.png
208,16.827,6.775,masks\TRAIN_0208.png
209,1.701,11.966,masks\TRAIN_0209.png
210,5.408,24.223,masks\TRAIN_0210.png
211,10.149,62.98,masks\TRAIN_0211.png
212,2.331,67.993,masks\TRAIN_0212.png
213,1.227,43.288,masks\TRAIN_0213.png
214,1.064,84.374,masks\TRAIN_0214.png
215,1.583,46.856,masks\TRAIN_0215.png
216,6.745,50.442,masks\TRAIN_0216.png
217,6.428,11.005,masks\TRAIN_0217.png
218,6.08,24.151,masks\TRAIN_0218.png
219,1.343,35.724,masks\TRAIN_0219.png
220,1.877,51.419,masks\TRAIN_0220.png
221,2.929,35.513,masks\TRAIN_0221.png
222,3.68,11.604,masks\TRAIN_0222.png
223,6.986,7.925,masks\TRAIN_0223.png
224,1.516,74.343,masks\TRAIN_0224.png
225,3.944,39.96,masks\TRAIN_0225.png
226,5.978,16.265,masks\TRAIN_0226.png
227,1.597,85.709,masks\TRAIN_0227.png
228,5.236,62.907,masks\TRAIN_0228.png
229,6.33,29.866,masks\TRAIN_0229.png
230,3.901,6.208,masks\TRAIN_0230.png
231,1.805,15.28,masks\TRAIN_0231.png
232,6.585,35.691,masks\TRAIN_0232.png
233,5.874,10.77,masks\TRAIN_0233.png
234,18.751,7.74,masks\TRAIN_0234.png
235,12.807,22.883,masks\TRAIN_0235.png
236,3.253,68.989,masks\TRAIN_0236.png
237,8.501,30.532,masks\TRAIN_0237.png
238,5.336,47.325,masks\TRAIN_0238.png
239,9.126,20.173,masks\TRAIN_0239.png
240,14.779,26.694,masks\TRAIN_0240.png
241,15.023,13.581,masks\TRAIN_0241.png
242,2.874,11.974,masks\TRAIN_0242.png
243,12.198,16.28,masks\TRAIN_0243.png
244,3.295,58.03,masks\TRAIN_0244.png
245,2.09,50.787,masks\TRAIN_0245.png
246,3.287,29.988,masks\TRAIN_0246.png
247,1.008,88.508,masks\TRAIN_0247.png
248,7.105,54.789,masks\TRAIN_0248.png
249,4.519,43.591,masks\TRAIN_0249.png
250,2.429,44.037,masks\TRAIN_0250.png
251,7.191,83.029,masks\TRAIN_0251.png
252,11.213,13.411,masks\TRAIN_0252.png
253,2.125,39.708,masks\TRAIN_0253.png
254,3.865,51.043,masks\TRAIN_0254.png
255,12.176,30.714,masks\TRAIN_0255.png
256,6.392,32.819,masks\TRAIN_0256.png
257,6.702,65.13,masks\TRAIN_0257.png
258,6.461,12.437,masks\TRAIN_0258.png
259,1.113,4.166,masks\TRAIN_0259.png
260,5.753,58.845,masks\TRAIN_0260.png
261,8.724,34.655,masks\TRAIN_0261.png
262,2.509,43.51,masks\TRAIN_0262.png
263,6.122,36.222,masks\TRAIN_0263.png
264,13.176,21.939,masks\TRAIN_0264.png
265,2.535,42.783,masks\TRAIN_0265.png
266,2.56,28.076,masks\TRAIN_0266.png
267,4.874,37.333,masks\TRAIN_0267.png
268,6.501,12.952,masks\TRAIN_0268.png
269,6.987,11.698,masks\TRAIN_0269.png
270,2.135,48.847,masks\TRAIN_0270.png
271,2.374,42.758,masks\TRAIN_0271.png
272,11.103,28.21,masks\TRAIN_0272.png
273,4.82,29.925,masks\TRAIN_0273.png
274,3.839,7.241,masks\TRAIN_0274.png
275,4.444,24.806,masks\TRAIN_0275.png
276,5.067,8.476,masks\TRAIN_0276.png
277,13.608,16.397,masks\TRAIN_0277.png
278,4.195,65.372,masks\TRAIN_0278.png
279,3.336,24.25,masks\TRAIN_0279.png
280,2.636,53.991,masks\TRAIN_0280.png
281,6.205,13.701,masks\TRAIN_0281.png
282,2.42,47.617,masks\TRAIN_0282.png
283,3.555,23.399,masks\TRAIN_0283.png
284,3.147,5.1,masks\TRAIN_0284.png
285,3.267,23.817,masks\TRAIN_0285.png
286,12.152,25.903,masks\TRAIN_0286.png
287,1.846,46.861,masks\TRAIN_0287.png
288,9.549,30.906,masks\TRAIN_0288.png
289,2.637,31.325,masks\TRAIN_0289.png
290,6.622,29.48,masks\TRAIN_0290.png
291,2.989,50.49,masks\TRAIN_0291.png
292,6.883,55.735,masks\TRAIN_0292.png
293,3.01,59.939,masks\TRAIN_0293.png
294,5.126,14.99,masks\TRAIN_0294.png
295,11.526,47.886,masks\TRAIN_0295.png
296,1.067,62.324,masks\TRAIN_0296.png
297,5.15,12.945,masks\TRAIN_0297.png
298,8.157,59.636,masks\TRAIN_0298.png
299,9.917,14.52,masks\TRAIN_0299.png
300,8.851,29.42,masks\TRAIN_0300.png
301,9.094,34.073,masks\TRAIN_0301.png
302,10.288,45.857,masks\TRAIN_0302.png
303,2.688,75.038,masks\TRAIN_0303.png
304,9.252,18.044,masks\TRAIN_0304.png
305,3.732,11.633,masks\TRAIN_0305.png
306,7.873,11.982,masks\TRAIN_0306.png
307,4.328,10.781,masks\TRAIN_0307.png
308,11.032,15.537,masks\TRAIN_0308.png
309,6.335,43.472,masks\TRAIN_0309.png
310,9.211,13.133,masks\TRAIN_0310.png
311,9.834,16.896,masks\TRAIN_0311.png
312,1.714,41.555,masks\TRAIN_0312.png
313,9.15,9.064,masks\TRAIN_0313.png
314,4.118,66.639,masks\TRAIN_0314.png
315,3.576,66.31,masks\TRAIN_0315.png
316,1.389,65.012,masks\TRAIN_0316.png
317,6.682,8.154,masks\TRAIN_0317.png
318,6.087,31.133,masks\TRAIN_0318.png
319,8.465,32.23,masks\TRAIN_0319.png
320,2.746,67.781,masks\TRAIN_0320.png
321,15.84,27.744,masks\TRAIN_0321.png
322,5.782,38.013,masks\TRAIN_0322.png
323,13.437,29.964,masks\TRAIN_0323.png
324,6.115,19.414,masks\TRAIN_0324.png
325,1.724,39.058,masks\TRAIN_0325.png
326,7.657,13.416,masks\TRAIN_0326.png
327,3.939,16.812,masks\TRAIN_0327.png
328,6.748,29.809,masks\TRAIN_0328.png
329,7.858,11.177,masks\TRAIN_0329.png
330,2.82,12.27,masks\TRAIN_0330.png
331,5.421,56.175,masks\TRAIN_0331.png
332,11.263,27.446,masks\TRAIN_0332.png
333,8.252,27.249,masks\TRAIN_0333.png
334,30.299,7.332,masks\TRAIN_0334.png
335,4.885,7.108,masks\TRAIN_0335.png
336,2.112,35.275,masks\TRAIN_0336.png
337,3.679,45.156,masks\TRAIN_0337.png
338,1.479,90.494,masks\TRAIN_0338.png
339,1.026,57.645,masks\TRAIN_0339.png
340,6.064,42.195,masks\TRAIN_0340.png
341,16.631,7.084,masks\TRAIN_0341.png
342,2.52,9.273,masks\TRAIN_0342.png
343,13.085,5.976,masks\TRAIN_0343.png
344,1.497,53.999,masks\TRAIN_0344.png
345,5.248,10.021,masks\TRAIN_0345.png
346,4.779,17.203,masks\TRAIN_0346.png
347,6.189,44.917,masks\TRAIN_0347.png
348,7.953,22.296,masks\TRAIN_0348.png
349,2.655,92.102,masks\TRAIN_0349.png
350,6.402,22.902,masks\TRAIN_0350.png
351,2.976,64.481,masks\TRAIN_0351.png
352,5.657,80.581,masks\TRAIN_0352.png
353,6.391,7.253,masks\TRAIN_0353.png
354,6.388,10.673,masks\TRAIN_0354.png
355,4.193,58.928,masks\TRAIN_0355.png
356,6.896,15.193,masks\TRAIN_0356.png
357,2.344,14.325,masks\TRAIN_0357.png
358,1.202,50.649,masks\TRAIN_0358.png
359,1.935,72.556,masks\TRAIN_0359.png
360,4.395,29.352,masks\TRAIN_0360.png
361,5.288,13.062,masks\TRAIN_0361.png
362,2.39,52.536,masks\TRAIN_0362.png
363,2.764,55.882,masks\TRAIN_0363.png
364,1.231,57.061,masks\TRAIN_0364.png
365,19.343,24.906,masks\TRAIN_0365.png
366,7.843,22.132,masks\TRAIN_0366.png
367,1.398,20.173,masks\TRAIN_0367.png
368,1.458,88.164,masks\TRAIN_0368.png
369,2.672,63.3,masks\TRAIN_0369.png
370,3.43,12.294,masks\TRAIN_0370.png
371,2.137,89.572,masks\TRAIN_0371.png
372,4.985,9.035,masks\TRAIN_0372.png
373,7.921,24.32,masks\TRAIN_0373.png
374,2.467,54.972,masks\TRAIN_0374.png
375,6.293,46.329,masks\TRAIN_0375.png
376,4.439,34.198,masks\TRAIN_0376.png
377,21.718,30.423,masks\TRAIN_0377.png
378,2.956,48.286,masks\TRAIN_0378.png
379,3.702,13.047,masks\TRAIN_0379.png
380,3.345,44.193,masks\TRAIN_0380.png
381,3.555,24.447,masks\TRAIN_0381.png
382,7.782,11.675,masks\TRAIN_0382.png
383,6.479,45.424,masks\TRAIN_0383.png
384,19.673,19.72,masks\TRAIN_0384.png
385,1.124,76.704,masks\TRAIN_0385.png
386,1.281,7.635,masks\TRAIN_0386.png
387,12.36,6.464,masks\TRAIN_0387.png
388,1.501,39.622,masks\TRAIN_0388.png
389,4.824,85.414,masks\TRAIN_0389.png
390,1.573,29.227,masks\TRAIN_0390.png
391,5.698,32.846,masks\TRAIN_0391.png
392,6.231,29.015,masks\TRAIN_0392.png
393,9.86,55.533,masks\TRAIN_0393.png
394,2.424,14.726,masks\TRAIN_0394.png
395,2.422,56.747,masks\TRAIN_0395.png
396,10.872,15.186,masks\TRAIN_0396.png
397,4.091,54.896,masks\TRAIN_0397.png
398,6.615,45.012,masks\TRAIN_0398.png
399,1.134,49.968,masks\TRAIN_0399.png
400,1.165,57.644,masks\TRAIN_0400.png
401,2.752,22.94,masks\TRAIN_0401.png
402,5.272,16.116,masks\TRAIN_0402.png
403,6.555,64.272,masks\TRAIN_0403.png
404,2.048,62.042,masks\TRAIN_0404.png
405,3.734,51.247,masks\TRAIN_0405.png
406,24.276,3.289,masks\TRAIN_0406.png
407,5.604,61.778,masks\TRAIN_0407.png
408,4.754,10.34,masks\TRAIN_0408.png
409,1.941,52.603,masks\TRAIN_0409.png
410,5.035,64.186,masks\TRAIN_0410.png
411,7.978,59.471,masks\TRAIN_0411.png
412,5.562,22.034,masks\TRAIN_0412.png
413,5.294,35.854,masks\TRAIN_0413.png
414,4.696,29.623,masks\TRAIN_0414.png
415,2.849,25.406,masks\TRAIN_0415.png
416,4.977,81.523,masks\TRAIN_0416.png
417,2.087,33.471,masks\TRAIN_0417.png
418,3.265,47.063,masks\TRAIN_0418.png
419,2.046,27.5,masks\TRAIN_0419.png
420,11.739,35.846,masks\TRAIN_0420.png
421,2.579,76.078,masks\TRAIN_0421.png
422,1.066,55.04,masks\TRAIN_0422.png
423,2.759,27.608,masks\TRAIN_0423.png
424,2.972,37.111,masks\TRAIN_0424.png
425,1.678,40.416,masks\TRAIN_0425.png
426,12.489,14.06,masks\TRAIN_0426.png
427,9.127,17.848,masks\TRAIN_0427.png
428,4.308,41.93,masks\TRAIN_0428.png
429,6.346,27.489,masks\TRAIN_0429.png
430,1.824,30.199,masks\TRAIN_0430.png
431,8.663,18.123,masks\TRAIN_0431.png
432,3.694,30.708,masks\TRAIN_0432.png
433,4.228,30.202,masks\TRAIN_0433.png
434,3.787,14.816,masks\TRAIN_0434.png
435,2.968,12.049,masks\TRAIN_0435.png
436,1.819,39.718,masks\TRAIN_0436.png
437,12.247,12.426,masks\TRAIN_0437.png
438,2.542,5.417,masks\TRAIN_0438.png
439,5.877,69.578,masks\TRAIN_0439.png
440,2.877,22.807,masks\TRAIN_0440.png
441,6.455,26.075,masks\TRAIN_0441.png
442,5.606,5.751,masks\TRAIN_0442.png
443,8.208,27.854,masks\TRAIN_0443.png
444,1.837,26.638,masks\TRAIN_0444.png
445,10.291,26.134,masks\TRAIN_0445.png
446,5.188,31.572,masks\TRAIN_0446.png
447,8.449,6.966,masks\TRAIN_0447.png
448,2.6,16.785,masks\TRAIN_0448.png
449,13.963,9.466,masks\TRAIN_0449.png
450,4.276,20.222,masks\TRAIN_0450.png
451,3.271,54.965,masks\TRAIN_0451.png
452,2.786,47.093,masks\TRAIN_0452.png
453,1.552,28.264,masks\TRAIN_0453.png
454,9.337,32.594,masks\TRAIN_0454.png
455,2.879,9.929,masks\TRAIN_0455.png
456,3.168,40.147,masks\TRAIN_0456.png
457,7.134,11.222,masks\TRAIN_0457.png
458,2.15,32.809,masks\TRAIN_0458.png
459,5.017,31.181,masks\TRAIN_0459.png
460,4.016,62.066,masks\TRAIN_0460.png
461,9.954,12.878,masks\TRAIN_0461.png
462,3.688,11.834,masks\TRAIN_0462.png
463,3.071,5.139,masks\TRAIN_0463.png
464,12.703,33.127,masks\TRAIN_0464.png
465,11.122,45.593,masks\TRAIN_0465.png
466,1.598,23.93,masks\TRAIN_0466.png
467,2.114,12.322,masks\TRAIN_0467.png
468,1.071,73.104,masks\TRAIN_0468.png
469,1.813,87.681,masks\TRAIN_0469.png
470,1.888,67.798,masks\TRAIN_0470.png
471,7.62,20.352,masks\TRAIN_0471.png
472,4.104,35.944,masks\TRAIN_0472.png
473,14.344,4.21,masks\TRAIN_0473.png
474,1.769,82.771,masks\TRAIN_0474.png
475,5.969,7.442,masks\TRAIN_0475.png
476,6.944,51.705,masks\TRAIN_0476.png
477,15.394,9.452,masks\TRAIN_0477.png
478,5.697,60.578,masks\TRAIN_0478.png
479,1.748,18.667,masks\TRAIN_0479.png
480,3.09,73.482,masks\TRAIN_0480.png
481,1.012,83.736,masks\TRAIN_0481.png
482,7.285,35.345,masks\TRAIN_0482.png
483,9.191,31.916,masks\TRAIN_0483.png
484,3.039,87.86,masks\TRAIN_0484.png
485,2.502,7.77,masks\TRAIN_0485.png
486,2.13,11.642,masks\TRAIN_0486.png
487,9.976,20.981,masks\TRAIN_0487.png
488,6.706,44.914,masks\TRAIN_0488.png
489,4.459,10.221,masks\TRAIN_0489.png
490,8.341,49.997,masks\TRAIN_0490.png
491,4.398,69.987,masks\TRAIN_0491.png
492,1.332,66.936,masks\TRAIN_0492.png
493,4.999,11.785,masks\TRAIN_0493.png
494,7.833,11.327,masks\TRAIN_0494.png
495,7.74,26.217,masks\TRAIN_0495.png
496,2.438,14.776,masks\TRAIN_0496.png
497,5.343,11.438,masks\TRAIN_0497.png
498,10.179,21.426,masks\TRAIN_0498.png
499,9.021,16.979,masks\TRAIN_0499.png
500,1.051,69.519,masks\TRAIN_0500.png
501,5.583,10.132,masks\TRAIN_0501.png
502,1.17,43.376,masks\TRAIN_0502.png
503,1.882,9.238,masks\TRAIN_0503.png
504,2.71,38.542,masks\TRAIN_0504.png
505,1.086,55.646,masks\TRAIN_0505.png
506,9.867,16.562,masks\TRAIN_0506.png
507,5.637,32.664,masks\TRAIN_0507.png
508,5.456,12.965,masks\TRAIN_0508.png
509,2.572,63.682,masks\TRAIN_0509.png
510,3.197,15.603,masks\TRAIN_0510.png
511,19.13,20.103,masks\TRAIN_0511.png
512,8.307,25.984,masks\TRAIN_0512.png
513,9.145,21.546,masks\TRAIN_0513.png
514,3.085,44.789,masks\TRAIN_0514.png
515,1.404,30.831,masks\TRAIN_0515.png
516,4.277,48.93,masks\TRAIN_0516.png
517,6.546,3.491,masks\TRAIN_0517.png
518,5.97,58.131,masks\TRAIN_0518.png
519,1.741,58.307,masks\TRAIN_0519.png
520,6.382,54.7,masks\TRAIN_0520.png
521,5.513,55.553,masks\TRAIN_0521.png
522,3.287,20.668,masks\TRAIN_0522.png
523,1.304,32.893,masks\TRAIN_0523.png
524,5.662,68.258,masks\TRAIN_0524.png
525,2.52,65.451,masks\TRAIN_0525.png
526,8.712,40.341,masks\TRAIN_0526.png
527,8.932,34.211,masks\TRAIN_0527.png
528,4.195,19.196,masks\TRAIN_0528.png
529,2.317,69.155,masks\TRAIN_0529.png
530,8.891,32.063,masks\TRAIN_0530.png
531,1.08,34.383,masks\TRAIN_0531.png
532,5.903,31.687,masks\TRAIN_0532.png
533,14.075,11.17,masks\TRAIN_0533.png
534,5.283,64.981,masks\TRAIN_0534.png
535,8.096,5.855,masks\TRAIN_0535.png
536,3.258,38.278,masks\TRAIN_0536.png
537,6.243,50.774,masks\TRAIN_0537.png
538,5.844,34.393,masks\TRAIN_0538.png
539,5.114,11.051,masks\TRAIN_0539.png
540,7.167,57.559,masks\TRAIN_0540.png
541,1.767,35.103,masks\TRAIN_0541.png
542,10.798,8.154,masks\TRAIN_0542.png
543,1.594,13.432,masks\TRAIN_0543.png
544,7.761,31.217,masks\TRAIN_0544.png
545,6.442,30.842,masks\TRAIN_0545.png
546,6.891,12.849,masks\TRAIN_0546.png
547,11.85,9.383,masks\TRAIN_0547.png
548,3.913,35.645,masks\TRAIN_0548.png
549,6.347,34.542,masks\TRAIN_0549.png
550,12.889,18.349,masks\TRAIN_0550.png
551,5.069,17.591,masks\TRAIN_0551.png
552,1.428,43.703,masks\TRAIN_0552.png
553,2.799,37.248,masks\TRAIN_0553.png
554,3.394,92.305,masks\TRAIN_0554.png
555,3.88,30.634,masks\TRAIN_0555.png
556,2.461,54.205,masks\TRAIN_0556.png
557,4.491,12.621,masks\TRAIN_0557.png
558,1.264,53.265,masks\TRAIN_0558.png
559,4.906,50.079,masks\TRAIN_0559.png
560,1.945,55.417,masks\TRAIN_0560.png
561,7.856,18.068,masks\TRAIN_0561.png
562,4.117,9.741,masks\TRAIN_0562.png
563,13.631,8.256,masks\TRAIN_0563.png
564,1.006,7.757,masks\TRAIN_0564.png
565,6.705,44.885,masks\TRAIN_0565.png
566,2.524,74.551,masks\TRAIN_0566.png
567,5.223,32.537,masks\TRAIN_0567.png
568,11.955,24.346,masks\TRAIN_0568.png
569,1.026,35.482,masks\TRAIN_0569.png
570,4.667,41.471,masks\TRAIN_0570.png
571,9.539,11.799,masks\TRAIN_0571.png
572,11.73,28.607,masks\TRAIN_0572.png
573,7.201,20.788,masks\TRAIN_0573.png
574,4.995,37.736,masks\TRAIN_0574.png
575,1.26,48.982,masks\TRAIN_0575.png
576,2.457,36.707,masks\TRAIN_0576.png
577,1.887,14.36,masks\TRAIN_0577.png
578,2.374,47.769,masks\TRAIN_0578.png
579,1.408,75.254,masks\TRAIN_0579.png
580,4.449,8.536,masks\TRAIN_0580.png
581,3.981,71.803,masks\TRAIN_0581.png
