,building,greenery,img
152,13.646,7.372,masks\TRAIN_0016_8.png
153,2.267,41.102,masks\TRAIN_0017_0.png
154,0.0,83.116,masks\TRAIN_0017_1.png
155,0.0,76.423,masks\TRAIN_0017_2.png
156,1.825,27.398,masks\TRAIN_0017_3.png
157,0.264,67.199,masks\TRAIN_0017_4.png
158,0.264,83.4,masks\TRAIN_0017_5.png
159,1.762,20.654,masks\TRAIN_0017_6.png
160,0.264,54.544,masks\TRAIN_0017_7.png
161,0.264,87.493,masks\TRAIN_0017_8.png
162,3.937,31.623,masks\TRAIN_0018_0.png
163,8.008,31.852,masks\TRAIN_0018_1.png
164,5.421,38.625,masks\TRAIN_0018_2.png
165,6.416,30.424,masks\TRAIN_0018_3.png
166,10.624,30.858,masks\TRAIN_0018_4.png
167,6.656,33.839,masks\TRAIN_0018_5.png
168,3.462,29.103,masks\TRAIN_0018_6.png
169,4.343,23.615,masks\TRAIN_0018_7.png
170,3.279,30.807,masks\TRAIN_0018_8.png
171,1.497,33.416,masks\TRAIN_0019_0.png
172,1.311,30.391,masks\TRAIN_0019_1.png
173,0.599,26.301,masks\TRAIN_0019_2.png
174,1.184,27.187,masks\TRAIN_0019_3.png
175,0.902,19.987,masks\TRAIN_0019_4.png
176,1.062,20.506,masks\TRAIN_0019_5.png
177,1.438,25.809,masks\TRAIN_0019_6.png
178,1.234,21.593,masks\TRAIN_0019_7.png
179,0.667,22.75,masks\TRAIN_0019_8.png
180,10.249,21.42,masks\TRAIN_0020_0.png
181,12.087,19.993,masks\TRAIN_0020_1.png
182,15.248,10.525,masks\TRAIN_0020_2.png
183,8.102,18.489,masks\TRAIN_0020_3.png
184,11.008,19.77,masks\TRAIN_0020_4.png
185,13.831,13.555,masks\TRAIN_0020_5.png
186,9.107,17.054,masks\TRAIN_0020_6.png
187,15.325,14.034,masks\TRAIN_0020_7.png
188,14.783,10.505,masks\TRAIN_0020_8.png
189,2.848,53.942,masks\TRAIN_0021_0.png
190,2.442,58.513,masks\TRAIN_0021_1.png
191,1.184,62.922,masks\TRAIN_0021_2.png
192,2.132,48.697,masks\TRAIN_0021_3.png
193,2.752,51.654,masks\TRAIN_0021_4.png
194,1.915,54.123,masks\TRAIN_0021_5.png
195,1.171,46.015,masks\TRAIN_0021_6.png
196,1.944,46.889,masks\TRAIN_0021_7.png
197,2.197,47.174,masks\TRAIN_0021_8.png
198,0.386,93.826,masks\TRAIN_0022_0.png
199,1.104,88.889,masks\TRAIN_0022_1.png
200,2.795,82.722,masks\TRAIN_0022_2.png
201,2.649,69.103,masks\TRAIN_0022_3.png
202,4.036,68.122,masks\TRAIN_0022_4.png
203,5.872,70.154,masks\TRAIN_0022_5.png
204,3.715,56.493,masks\TRAIN_0022_6.png
205,4.971,62.484,masks\TRAIN_0022_7.png
206,5.928,69.464,masks\TRAIN_0022_8.png
207,10.368,25.584,masks\TRAIN_0023_0.png
208,14.601,31.241,masks\TRAIN_0023_1.png
209,15.482,29.617,masks\TRAIN_0023_2.png
210,7.768,29.84,masks\TRAIN_0023_3.png
211,14.009,29.995,masks\TRAIN_0023_4.png
212,12.904,34.471,masks\TRAIN_0023_5.png
213,6.372,46.937,masks\TRAIN_0023_6.png
214,10.427,38.129,masks\TRAIN_0023_7.png
215,7.02,49.115,masks\TRAIN_0023_8.png
216,4.524,10.907,masks\TRAIN_0024_0.png
217,4.726,13.685,masks\TRAIN_0024_1.png
218,5.073,11.783,masks\TRAIN_0024_2.png
219,3.65,8.535,masks\TRAIN_0024_3.png
220,3.931,7.349,masks\TRAIN_0024_4.png
221,4.128,6.115,masks\TRAIN_0024_5.png
222,4.986,6.199,masks\TRAIN_0024_6.png
223,3.586,4.755,masks\TRAIN_0024_7.png
224,3.963,3.757,masks\TRAIN_0024_8.png
225,6.882,33.843,masks\TRAIN_0025_0.png
226,5.029,40.229,masks\TRAIN_0025_1.png
227,5.111,38.026,masks\TRAIN_0025_2.png
228,14.015,23.45,masks\TRAIN_0025_3.png
229,12.198,28.894,masks\TRAIN_0025_4.png
230,11.701,24.797,masks\TRAIN_0025_5.png
231,11.09,25.624,masks\TRAIN_0025_6.png
232,13.28,21.93,masks\TRAIN_0025_7.png
233,14.478,19.859,masks\TRAIN_0025_8.png
234,17.24,7.431,masks\TRAIN_0026_0.png
235,13.71,8.346,masks\TRAIN_0026_1.png
236,6.52,8.961,masks\TRAIN_0026_2.png
237,13.826,8.573,masks\TRAIN_0026_3.png
238,13.889,8.21,masks\TRAIN_0026_4.png
239,10.582,6.066,masks\TRAIN_0026_5.png
240,4.567,9.804,masks\TRAIN_0026_6.png
241,11.806,7.441,masks\TRAIN_0026_7.png
242,13.647,4.215,masks\TRAIN_0026_8.png
243,11.572,3.153,masks\TRAIN_0027_0.png
244,9.747,4.028,masks\TRAIN_0027_1.png
245,0.365,37.248,masks\TRAIN_0027_2.png
246,41.434,1.117,masks\TRAIN_0027_3.png
247,34.538,0.093,masks\TRAIN_0027_4.png
248,2.637,10.74,masks\TRAIN_0027_5.png
249,66.612,1.443,masks\TRAIN_0027_6.png
250,66.9,0.007,masks\TRAIN_0027_7.png
251,18.147,2.612,masks\TRAIN_0027_8.png
252,0.84,55.344,masks\TRAIN_0028_0.png
253,0.84,21.975,masks\TRAIN_0028_1.png
254,0.0,29.591,masks\TRAIN_0028_2.png
255,0.951,62.31,masks\TRAIN_0028_3.png
256,1.578,42.449,masks\TRAIN_0028_4.png
257,0.627,45.868,masks\TRAIN_0028_5.png
258,1.172,83.98,masks\TRAIN_0028_6.png
259,1.799,70.172,masks\TRAIN_0028_7.png
260,2.153,62.725,masks\TRAIN_0028_8.png
261,12.461,43.962,masks\TRAIN_0029_0.png
262,7.771,49.805,masks\TRAIN_0029_1.png
263,8.114,50.378,masks\TRAIN_0029_2.png
264,17.825,35.362,masks\TRAIN_0029_3.png
265,9.186,49.472,masks\TRAIN_0029_4.png
266,8.247,46.215,masks\TRAIN_0029_5.png
267,19.085,33.845,masks\TRAIN_0029_6.png
268,9.14,37.882,masks\TRAIN_0029_7.png
269,10.488,29.989,masks\TRAIN_0029_8.png
270,30.365,38.931,masks\TRAIN_0030_0.png
271,7.427,48.179,masks\TRAIN_0030_1.png
272,17.265,24.0,masks\TRAIN_0030_2.png
273,9.407,43.211,masks\TRAIN_0030_3.png
274,2.091,46.769,masks\TRAIN_0030_4.png
275,10.814,35.2,masks\TRAIN_0030_5.png
276,16.3,24.044,masks\TRAIN_0030_6.png
277,16.953,21.087,masks\TRAIN_0030_7.png
278,21.396,33.455,masks\TRAIN_0030_8.png
279,1.242,89.05,masks\TRAIN_0031_0.png
280,2.891,80.649,masks\TRAIN_0031_1.png
281,3.915,74.165,masks\TRAIN_0031_2.png
282,1.544,87.402,masks\TRAIN_0031_3.png
283,2.145,81.413,masks\TRAIN_0031_4.png
284,1.963,76.488,masks\TRAIN_0031_5.png
285,3.397,81.526,masks\TRAIN_0031_6.png
286,2.405,86.623,masks\TRAIN_0031_7.png
287,0.807,87.511,masks\TRAIN_0031_8.png
288,1.675,85.029,masks\TRAIN_0032_0.png
289,2.032,88.622,masks\TRAIN_0032_1.png
290,0.78,92.748,masks\TRAIN_0032_2.png
291,1.157,89.483,masks\TRAIN_0032_3.png
292,1.623,89.369,masks\TRAIN_0032_4.png
293,1.22,92.076,masks\TRAIN_0032_5.png
294,1.617,83.685,masks\TRAIN_0032_6.png
295,0.85,95.144,masks\TRAIN_0032_7.png
296,1.394,91.526,masks\TRAIN_0032_8.png
297,9.383,38.778,masks\TRAIN_0033_0.png
298,6.457,51.138,masks\TRAIN_0033_1.png
299,1.892,63.362,masks\TRAIN_0033_2.png
300,2.663,35.56,masks\TRAIN_0033_3.png
301,0.854,50.963,masks\TRAIN_0033_4.png
302,0.0,62.31,masks\TRAIN_0033_5.png
303,0.434,14.543,masks\TRAIN_0033_6.png
304,0.041,29.95,masks\TRAIN_0033_7.png
305,0.0,52.227,masks\TRAIN_0033_8.png
306,1.11,6.496,masks\TRAIN_0034_0.png
307,0.582,9.114,masks\TRAIN_0034_1.png
308,0.36,7.738,masks\TRAIN_0034_2.png
309,4.086,7.121,masks\TRAIN_0034_3.png
310,2.335,27.285,masks\TRAIN_0034_4.png
311,8.153,25.097,masks\TRAIN_0034_5.png
312,5.702,7.062,masks\TRAIN_0034_6.png
313,3.212,24.271,masks\TRAIN_0034_7.png
314,12.059,23.043,masks\TRAIN_0034_8.png
315,1.248,49.292,masks\TRAIN_0035_0.png
316,0.936,60.243,masks\TRAIN_0035_1.png
317,1.394,74.336,masks\TRAIN_0035_2.png
318,2.18,56.119,masks\TRAIN_0035_3.png
319,2.103,58.31,masks\TRAIN_0035_4.png
320,1.768,68.375,masks\TRAIN_0035_5.png
321,2.994,60.071,masks\TRAIN_0035_6.png
322,3.595,52.567,masks\TRAIN_0035_7.png
323,3.245,50.653,masks\TRAIN_0035_8.png
324,4.599,9.829,masks\TRAIN_0036_0.png
325,1.601,11.312,masks\TRAIN_0036_1.png
326,0.154,8.741,masks\TRAIN_0036_2.png
327,3.653,20.106,masks\TRAIN_0036_3.png
328,1.611,22.34,masks\TRAIN_0036_4.png
329,0.154,10.071,masks\TRAIN_0036_5.png
330,0.773,18.856,masks\TRAIN_0036_6.png
331,0.701,17.944,masks\TRAIN_0036_7.png
332,0.122,8.651,masks\TRAIN_0036_8.png
333,4.355,40.625,masks\TRAIN_0037_0.png
334,2.057,37.896,masks\TRAIN_0037_1.png
335,1.986,26.375,masks\TRAIN_0037_2.png
336,1.784,41.442,masks\TRAIN_0037_3.png
337,1.514,35.925,masks\TRAIN_0037_4.png
338,2.457,31.281,masks\TRAIN_0037_5.png
339,0.521,38.221,masks\TRAIN_0037_6.png
340,1.281,35.346,masks\TRAIN_0037_7.png
341,1.787,40.3,masks\TRAIN_0037_8.png
342,10.544,29.996,masks\TRAIN_0038_0.png
343,10.852,24.81,masks\TRAIN_0038_1.png
344,17.15,16.838,masks\TRAIN_0038_2.png
345,9.755,27.619,masks\TRAIN_0038_3.png
346,16.27,24.168,masks\TRAIN_0038_4.png
347,24.145,16.151,masks\TRAIN_0038_5.png
348,9.713,22.665,masks\TRAIN_0038_6.png
349,16.65,17.846,masks\TRAIN_0038_7.png
350,15.305,11.364,masks\TRAIN_0038_8.png
351,9.878,37.127,masks\TRAIN_0039_0.png
352,11.118,38.018,masks\TRAIN_0039_1.png
353,10.803,34.428,masks\TRAIN_0039_2.png
354,11.359,28.297,masks\TRAIN_0039_3.png
355,14.751,27.89,masks\TRAIN_0039_4.png
356,12.342,28.884,masks\TRAIN_0039_5.png
357,6.639,30.444,masks\TRAIN_0039_6.png
358,10.516,23.371,masks\TRAIN_0039_7.png
359,6.802,23.059,masks\TRAIN_0039_8.png
360,4.852,46.173,masks\TRAIN_0040_0.png
361,7.915,47.932,masks\TRAIN_0040_1.png
362,9.12,43.7,masks\TRAIN_0040_2.png
363,6.463,45.073,masks\TRAIN_0040_3.png
364,8.102,44.571,masks\TRAIN_0040_4.png
365,9.161,38.347,masks\TRAIN_0040_5.png
366,8.17,45.379,masks\TRAIN_0040_6.png
367,9.095,40.576,masks\TRAIN_0040_7.png
368,9.727,35.613,masks\TRAIN_0040_8.png
369,3.602,27.177,masks\TRAIN_0041_0.png
370,0.769,30.114,masks\TRAIN_0041_1.png
371,0.393,28.611,masks\TRAIN_0041_2.png
372,4.552,24.07,masks\TRAIN_0041_3.png
373,1.244,25.995,masks\TRAIN_0041_4.png
374,0.964,28.901,masks\TRAIN_0041_5.png
375,3.907,21.32,masks\TRAIN_0041_6.png
376,3.09,27.751,masks\TRAIN_0041_7.png
377,3.411,34.184,masks\TRAIN_0041_8.png
378,9.89,12.692,masks\TRAIN_0042_0.png
379,9.593,15.702,masks\TRAIN_0042_1.png
380,11.067,21.354,masks\TRAIN_0042_2.png
381,10.256,13.083,masks\TRAIN_0042_3.png
382,9.288,15.561,masks\TRAIN_0042_4.png
383,11.848,22.196,masks\TRAIN_0042_5.png
384,8.96,18.037,masks\TRAIN_0042_6.png
385,8.122,19.16,masks\TRAIN_0042_7.png
386,7.582,23.899,masks\TRAIN_0042_8.png
387,0.0,95.309,masks\TRAIN_0043_0.png
388,0.0,93.645,masks\TRAIN_0043_1.png
389,0.0,90.079,masks\TRAIN_0043_2.png
390,0.126,87.303,masks\TRAIN_0043_3.png
391,0.0,86.796,masks\TRAIN_0043_4.png
392,0.0,75.559,masks\TRAIN_0043_5.png
393,3.078,69.755,masks\TRAIN_0043_6.png
394,4.216,68.337,masks\TRAIN_0043_7.png
395,4.826,61.451,masks\TRAIN_0043_8.png
396,7.685,25.347,masks\TRAIN_0044_0.png
397,9.134,33.084,masks\TRAIN_0044_1.png
398,5.37,53.788,masks\TRAIN_0044_2.png
399,7.305,25.679,masks\TRAIN_0044_3.png
400,9.192,9.65,masks\TRAIN_0044_4.png
401,5.251,42.369,masks\TRAIN_0044_5.png
402,9.784,36.663,masks\TRAIN_0044_6.png
403,6.982,10.223,masks\TRAIN_0044_7.png
404,4.884,24.35,masks\TRAIN_0044_8.png
405,2.215,54.929,masks\TRAIN_0045_0.png
406,1.078,65.287,masks\TRAIN_0045_1.png
407,0.507,65.034,masks\TRAIN_0045_2.png
408,4.802,46.789,masks\TRAIN_0045_3.png
409,1.086,48.51,masks\TRAIN_0045_4.png
410,0.0,54.149,masks\TRAIN_0045_5.png
411,3.408,52.465,masks\TRAIN_0045_6.png
412,0.676,41.991,masks\TRAIN_0045_7.png
413,0.0,59.465,masks\TRAIN_0045_8.png
414,2.799,44.09,masks\TRAIN_0046_0.png
415,1.348,32.154,masks\TRAIN_0046_1.png
416,0.954,21.955,masks\TRAIN_0046_2.png
417,3.699,32.948,masks\TRAIN_0046_3.png
418,1.898,31.112,masks\TRAIN_0046_4.png
419,0.954,43.112,masks\TRAIN_0046_5.png
420,3.073,23.411,masks\TRAIN_0046_6.png
421,0.972,29.117,masks\TRAIN_0046_7.png
422,0.213,49.543,masks\TRAIN_0046_8.png
423,1.633,32.828,masks\TRAIN_0047_0.png
424,0.0,35.557,masks\TRAIN_0047_1.png
425,0.0,37.779,masks\TRAIN_0047_2.png
426,1.5,43.217,masks\TRAIN_0047_3.png
427,0.13,38.518,masks\TRAIN_0047_4.png
428,0.774,37.404,masks\TRAIN_0047_5.png
429,2.405,41.459,masks\TRAIN_0047_6.png
430,2.082,37.544,masks\TRAIN_0047_7.png
431,0.774,40.425,masks\TRAIN_0047_8.png
432,4.926,33.453,masks\TRAIN_0048_0.png
433,6.952,34.211,masks\TRAIN_0048_1.png
434,9.499,29.324,masks\TRAIN_0048_2.png
435,9.579,30.758,masks\TRAIN_0048_3.png
436,11.005,30.704,masks\TRAIN_0048_4.png
437,10.728,27.398,masks\TRAIN_0048_5.png
438,7.516,36.676,masks\TRAIN_0048_6.png
439,9.406,31.899,masks\TRAIN_0048_7.png
440,7.864,31.162,masks\TRAIN_0048_8.png
441,11.044,19.511,masks\TRAIN_0049_0.png
442,11.337,17.619,masks\TRAIN_0049_1.png
443,5.672,29.482,masks\TRAIN_0049_2.png
444,7.327,15.83,masks\TRAIN_0049_3.png
445,8.479,4.753,masks\TRAIN_0049_4.png
446,10.794,15.35,masks\TRAIN_0049_5.png
447,12.86,9.03,masks\TRAIN_0049_6.png
448,10.767,0.564,masks\TRAIN_0049_7.png
449,13.004,9.694,masks\TRAIN_0049_8.png
450,5.769,82.069,masks\TRAIN_0050_0.png
451,5.768,81.001,masks\TRAIN_0050_1.png
452,2.572,75.871,masks\TRAIN_0050_2.png
453,5.049,79.062,masks\TRAIN_0050_3.png
454,5.726,78.264,masks\TRAIN_0050_4.png
455,2.628,75.83,masks\TRAIN_0050_5.png
456,2.291,68.505,masks\TRAIN_0050_6.png
457,3.197,70.032,masks\TRAIN_0050_7.png
458,0.906,80.49,masks\TRAIN_0050_8.png
459,14.351,12.677,masks\TRAIN_0051_0.png
460,16.094,16.608,masks\TRAIN_0051_1.png
461,14.118,20.277,masks\TRAIN_0051_2.png
462,12.084,21.777,masks\TRAIN_0051_3.png
463,13.943,22.435,masks\TRAIN_0051_4.png
464,12.852,21.235,masks\TRAIN_0051_5.png
465,13.774,24.202,masks\TRAIN_0051_6.png
466,12.014,26.139,masks\TRAIN_0051_7.png
467,11.796,25.305,masks\TRAIN_0051_8.png
468,11.324,2.861,masks\TRAIN_0052_0.png
469,30.033,3.784,masks\TRAIN_0052_1.png
470,30.258,2.616,masks\TRAIN_0052_2.png
471,5.047,3.554,masks\TRAIN_0052_3.png
472,20.312,3.657,masks\TRAIN_0052_4.png
473,18.861,2.235,masks\TRAIN_0052_5.png
474,4.633,5.729,masks\TRAIN_0052_6.png
475,4.275,8.213,masks\TRAIN_0052_7.png
476,3.339,8.732,masks\TRAIN_0052_8.png
477,4.351,33.644,masks\TRAIN_0053_0.png
478,4.493,34.644,masks\TRAIN_0053_1.png
479,6.263,24.824,masks\TRAIN_0053_2.png
480,1.907,31.613,masks\TRAIN_0053_3.png
481,3.743,21.603,masks\TRAIN_0053_4.png
482,2.701,18.524,masks\TRAIN_0053_5.png
483,0.045,28.3,masks\TRAIN_0053_6.png
484,2.398,17.83,masks\TRAIN_0053_7.png
485,2.485,23.095,masks\TRAIN_0053_8.png
486,0.0,30.401,masks\TRAIN_0054_0.png
487,1.371,17.71,masks\TRAIN_0054_1.png
488,8.879,17.159,masks\TRAIN_0054_2.png
489,0.0,22.773,masks\TRAIN_0054_3.png
490,2.621,17.627,masks\TRAIN_0054_4.png
491,10.64,18.423,masks\TRAIN_0054_5.png
492,0.0,24.658,masks\TRAIN_0054_6.png
493,1.25,29.983,masks\TRAIN_0054_7.png
494,6.94,28.487,masks\TRAIN_0054_8.png
495,3.404,73.757,masks\TRAIN_0055_0.png
496,0.158,83.576,masks\TRAIN_0055_1.png
497,0.972,78.855,masks\TRAIN_0055_2.png
498,3.723,75.568,masks\TRAIN_0055_3.png
499,0.442,83.17,masks\TRAIN_0055_4.png
500,0.851,80.276,masks\TRAIN_0055_5.png
501,2.499,76.53,masks\TRAIN_0055_6.png
502,1.126,79.649,masks\TRAIN_0055_7.png
503,1.072,75.834,masks\TRAIN_0055_8.png
504,3.315,35.763,masks\TRAIN_0056_0.png
505,1.503,35.843,masks\TRAIN_0056_1.png
506,0.0,36.62,masks\TRAIN_0056_2.png
507,6.786,27.619,masks\TRAIN_0056_3.png
508,4.459,26.022,masks\TRAIN_0056_4.png
509,1.209,32.455,masks\TRAIN_0056_5.png
510,7.552,21.955,masks\TRAIN_0056_6.png
511,7.939,17.535,masks\TRAIN_0056_7.png
512,4.551,26.108,masks\TRAIN_0056_8.png
513,1.425,30.674,masks\TRAIN_0057_0.png
514,2.828,15.564,masks\TRAIN_0057_1.png
515,7.366,6.395,masks\TRAIN_0057_2.png
516,0.681,35.278,masks\TRAIN_0057_3.png
517,2.324,22.895,masks\TRAIN_0057_4.png
518,5.214,8.62,masks\TRAIN_0057_5.png
519,0.756,29.516,masks\TRAIN_0057_6.png
520,1.342,19.945,masks\TRAIN_0057_7.png
521,1.891,21.884,masks\TRAIN_0057_8.png
522,13.505,26.779,masks\TRAIN_0058_0.png
523,7.877,33.782,masks\TRAIN_0058_1.png
524,9.712,32.316,masks\TRAIN_0058_2.png
525,9.418,31.349,masks\TRAIN_0058_3.png
526,7.966,32.415,masks\TRAIN_0058_4.png
527,8.472,29.078,masks\TRAIN_0058_5.png
528,9.912,34.903,masks\TRAIN_0058_6.png
529,10.047,30.605,masks\TRAIN_0058_7.png
530,9.907,25.986,masks\TRAIN_0058_8.png
531,3.518,23.473,masks\TRAIN_0059_0.png
532,0.0,7.565,masks\TRAIN_0059_1.png
533,0.0,3.921,masks\TRAIN_0059_2.png
534,3.859,25.164,masks\TRAIN_0059_3.png
535,0.475,15.531,masks\TRAIN_0059_4.png
536,0.475,16.191,masks\TRAIN_0059_5.png
