,building,greenery,img
348,12.909,32.05,masks\oba_1031.png
349,11.702,9.389,masks\oba_10310.png
350,7.651,18.232,masks\oba_10311.png
351,9.554,56.367,masks\oba_10312.png
352,13.107,52.643,masks\oba_10313.png
353,9.752,77.85,masks\oba_10314.png
354,7.653,79.714,masks\oba_10315.png
355,12.999,58.244,masks\oba_10316.png
356,9.898,33.11,masks\oba_10317.png
357,14.483,49.509,masks\oba_10318.png
358,18.583,75.785,masks\oba_10319.png
359,16.805,17.559,masks\oba_1032.png
360,10.68,55.153,masks\oba_10320.png
361,13.285,45.475,masks\oba_10321.png
362,20.272,44.543,masks\oba_10322.png
363,11.91,19.502,masks\oba_10323.png
364,9.689,83.427,masks\oba_10324.png
365,7.771,85.793,masks\oba_10325.png
366,23.277,3.832,masks\oba_10326.png
367,14.125,14.501,masks\oba_10327.png
368,13.158,59.706,masks\oba_10328.png
369,9.898,7.275,masks\oba_10329.png
370,10.719,50.304,masks\oba_1033.png
371,6.251,45.782,masks\oba_10330.png
372,21.672,18.904,masks\oba_10331.png
373,12.134,1.787,masks\oba_10332.png
374,7.037,31.642,masks\oba_10333.png
375,7.645,41.799,masks\oba_10334.png
376,10.453,2.598,masks\oba_10335.png
377,19.758,8.07,masks\oba_10336.png
378,24.459,50.512,masks\oba_10337.png
379,8.404,89.884,masks\oba_10338.png
380,12.526,12.948,masks\oba_10339.png
381,12.6,6.658,masks\oba_1034.png
382,8.178,82.046,masks\oba_10340.png
383,7.206,66.541,masks\oba_10341.png
384,11.055,83.535,masks\oba_10342.png
385,11.446,34.025,masks\oba_10343.png
386,22.691,58.952,masks\oba_10344.png
387,8.413,4.274,masks\oba_10345.png
388,9.481,35.752,masks\oba_10346.png
389,10.154,41.758,masks\oba_10347.png
390,8.168,3.026,masks\oba_10348.png
391,16.859,40.329,masks\oba_10349.png
392,6.952,66.777,masks\oba_1035.png
393,9.43,0.418,masks\oba_10350.png
394,6.113,12.741,masks\oba_10351.png
395,11.322,26.342,masks\oba_10352.png
396,9.643,6.815,masks\oba_10353.png
397,12.872,9.452,masks\oba_10354.png
398,7.55,32.575,masks\oba_10355.png
399,16.253,73.6,masks\oba_10356.png
400,9.433,4.708,masks\oba_10357.png
401,13.031,82.313,masks\oba_10358.png
402,20.122,56.185,masks\oba_10359.png
403,19.868,48.278,masks\oba_1036.png
404,10.053,48.12,masks\oba_10360.png
405,9.155,71.961,masks\oba_10361.png
406,11.634,50.178,masks\oba_10362.png
407,27.309,57.206,masks\oba_10363.png
408,5.894,36.782,masks\oba_10364.png
409,13.58,64.092,masks\oba_10365.png
410,20.497,58.714,masks\oba_10366.png
411,12.354,64.988,masks\oba_10367.png
412,11.599,64.13,masks\oba_10368.png
413,6.424,14.031,masks\oba_10369.png
414,10.889,29.861,masks\oba_1037.png
415,11.486,0.354,masks\oba_10370.png
416,10.131,22.439,masks\oba_10371.png
417,6.849,91.384,masks\oba_10372.png
418,5.462,88.67,masks\oba_10373.png
419,7.779,22.186,masks\oba_10374.png
420,14.614,62.588,masks\oba_10375.png
421,23.133,25.279,masks\oba_10376.png
422,15.281,80.346,masks\oba_10377.png
423,6.245,45.48,masks\oba_10378.png
424,27.113,7.4,masks\oba_10379.png
425,13.35,18.439,masks\oba_1038.png
426,14.801,27.287,masks\oba_10380.png
427,9.369,30.553,masks\oba_10381.png
428,12.086,72.98,masks\oba_10382.png
429,9.594,36.213,masks\oba_10383.png
430,9.815,56.455,masks\oba_10384.png
431,4.959,47.104,masks\oba_10385.png
432,11.498,77.032,masks\oba_10386.png
433,15.334,59.685,masks\oba_10387.png
434,32.284,10.711,masks\oba_10388.png
435,14.235,66.135,masks\oba_10389.png
436,11.951,75.812,masks\oba_1039.png
437,14.377,65.694,masks\oba_10390.png
438,12.421,48.712,masks\oba_10391.png
439,22.546,10.035,masks\oba_10392.png
440,8.756,34.913,masks\oba_10393.png
441,8.07,86.929,masks\oba_10394.png
442,14.148,34.489,masks\oba_10395.png
443,14.911,72.204,masks\oba_10396.png
444,20.105,39.685,masks\oba_10397.png
445,7.558,79.218,masks\oba_10398.png
446,7.989,73.773,masks\oba_10399.png
447,11.936,16.604,masks\oba_104.png
448,5.978,0.447,masks\oba_1040.png
449,11.88,35.566,masks\oba_10400.png
450,17.325,44.969,masks\oba_10401.png
451,12.251,35.045,masks\oba_10402.png
452,9.672,0.744,masks\oba_10403.png
453,7.311,18.044,masks\oba_10404.png
454,9.625,34.503,masks\oba_10405.png
455,9.576,35.74,masks\oba_10406.png
456,9.258,17.057,masks\oba_10407.png
457,7.128,5.327,masks\oba_10408.png
458,8.829,14.643,masks\oba_10409.png
459,9.264,60.61,masks\oba_1041.png
460,11.502,19.158,masks\oba_10410.png
461,10.13,28.09,masks\oba_10411.png
462,8.786,10.533,masks\oba_10412.png
463,14.709,54.256,masks\oba_10413.png
464,9.705,59.78,masks\oba_10414.png
465,22.589,29.845,masks\oba_10415.png
466,6.884,73.1,masks\oba_10416.png
467,11.468,72.631,masks\oba_10417.png
468,21.199,24.915,masks\oba_10418.png
469,14.249,9.64,masks\oba_10419.png
470,8.343,53.689,masks\oba_1042.png
471,7.988,47.001,masks\oba_10420.png
472,17.317,11.697,masks\oba_10421.png
473,7.664,51.068,masks\oba_10422.png
474,12.669,78.664,masks\oba_10423.png
475,10.102,37.892,masks\oba_10424.png
476,8.368,82.942,masks\oba_10425.png
477,9.246,77.124,masks\oba_10426.png
478,9.615,65.194,masks\oba_10427.png
479,9.01,46.204,masks\oba_10428.png
480,10.112,42.508,masks\oba_10429.png
481,9.105,8.434,masks\oba_1043.png
482,17.645,53.825,masks\oba_10430.png
483,21.807,53.286,masks\oba_10431.png
484,6.188,26.244,masks\oba_10432.png
485,12.653,41.884,masks\oba_10433.png
486,5.515,9.763,masks\oba_10434.png
487,19.064,0.746,masks\oba_10435.png
488,9.95,17.778,masks\oba_10436.png
489,14.886,59.654,masks\oba_10437.png
490,10.183,1.705,masks\oba_10438.png
491,9.554,39.246,masks\oba_10439.png
492,10.792,30.824,masks\oba_1044.png
493,14.829,75.49,masks\oba_10440.png
494,10.826,76.011,masks\oba_10441.png
495,13.949,3.375,masks\oba_10442.png
496,7.267,24.874,masks\oba_10443.png
497,12.892,33.878,masks\oba_10444.png
498,11.433,6.15,masks\oba_10445.png
499,5.276,72.886,masks\oba_10446.png
500,7.377,41.101,masks\oba_10447.png
501,13.751,77.916,masks\oba_10448.png
502,16.192,12.423,masks\oba_10449.png
503,7.35,51.159,masks\oba_1045.png
504,15.769,0.274,masks\oba_10450.png
505,20.236,23.261,masks\oba_10451.png
506,9.795,81.459,masks\oba_10452.png
507,11.308,14.293,masks\oba_10453.png
508,12.311,6.883,masks\oba_10454.png
509,10.769,77.773,masks\oba_10455.png
510,8.269,74.642,masks\oba_10456.png
511,19.563,16.31,masks\oba_10457.png
512,6.22,6.461,masks\oba_10458.png
513,23.017,64.426,masks\oba_10459.png
514,11.86,79.549,masks\oba_1046.png
515,16.779,33.719,masks\oba_10460.png
516,5.616,78.78,masks\oba_10461.png
517,12.555,33.947,masks\oba_10462.png
518,10.611,84.559,masks\oba_10463.png
519,14.898,22.446,masks\oba_10464.png
520,8.776,85.978,masks\oba_10465.png
521,9.511,85.605,masks\oba_10466.png
522,10.122,19.326,masks\oba_10467.png
523,10.41,42.485,masks\oba_10468.png
524,7.673,56.246,masks\oba_10469.png
525,9.843,22.556,masks\oba_1047.png
526,10.935,34.379,masks\oba_10470.png
527,10.382,38.238,masks\oba_10471.png
528,14.571,11.831,masks\oba_10472.png
529,11.291,1.086,masks\oba_10473.png
530,10.611,86.615,masks\oba_10474.png
531,6.355,88.001,masks\oba_10475.png
532,10.339,63.626,masks\oba_10476.png
533,7.659,90.145,masks\oba_10477.png
534,12.547,42.478,masks\oba_10478.png
535,12.323,10.486,masks\oba_10479.png
536,11.265,16.94,masks\oba_1048.png
537,8.973,5.582,masks\oba_10480.png
538,11.56,19.508,masks\oba_10481.png
539,12.127,75.757,masks\oba_10482.png
540,7.716,82.003,masks\oba_10483.png
541,18.121,30.7,masks\oba_10484.png
542,12.577,6.234,masks\oba_10485.png
543,15.89,71.98,masks\oba_10486.png
544,23.838,70.681,masks\oba_10487.png
545,9.617,56.625,masks\oba_10488.png
546,11.864,84.918,masks\oba_10489.png
547,10.11,73.48,masks\oba_1049.png
548,10.657,9.158,masks\oba_10490.png
549,11.61,58.312,masks\oba_10491.png
550,10.484,61.941,masks\oba_10492.png
551,10.676,18.888,masks\oba_10493.png
552,20.059,53.268,masks\oba_10494.png
553,13.086,8.524,masks\oba_10495.png
554,4.835,78.08,masks\oba_10496.png
555,4.836,55.818,masks\oba_10497.png
556,9.565,74.183,masks\oba_10498.png
557,9.973,34.639,masks\oba_10499.png
558,6.038,67.062,masks\oba_105.png
559,21.408,75.031,masks\oba_1050.png
560,12.025,83.766,masks\oba_10500.png
561,9.118,64.362,masks\oba_10501.png
562,10.216,5.814,masks\oba_10502.png
563,9.15,43.775,masks\oba_10503.png
564,8.102,74.656,masks\oba_10504.png
565,11.302,68.267,masks\oba_10505.png
566,9.411,60.584,masks\oba_10506.png
567,4.872,0.955,masks\oba_10507.png
568,13.542,9.81,masks\oba_10508.png
569,23.78,14.119,masks\oba_10509.png
570,13.523,48.827,masks\oba_1051.png
571,13.369,25.479,masks\oba_10510.png
572,15.009,21.365,masks\oba_10511.png
573,6.968,81.847,masks\oba_10512.png
574,10.397,61.345,masks\oba_10513.png
575,9.979,5.907,masks\oba_10514.png
576,26.201,45.419,masks\oba_10515.png
577,8.132,54.624,masks\oba_10516.png
578,15.764,45.493,masks\oba_10517.png
579,10.447,42.25,masks\oba_10518.png
580,8.466,1.638,masks\oba_10519.png
581,6.488,3.069,masks\oba_1052.png
582,12.074,45.887,masks\oba_10520.png
583,15.347,17.066,masks\oba_10521.png
584,13.755,45.481,masks\oba_10522.png
585,11.833,63.755,masks\oba_10523.png
586,11.993,12.952,masks\oba_10524.png
587,18.027,12.165,masks\oba_10525.png
588,9.286,4.58,masks\oba_10526.png
589,11.998,61.45,masks\oba_10527.png
590,9.443,65.142,masks\oba_10528.png
591,8.555,65.292,masks\oba_10529.png
592,15.685,30.375,masks\oba_1053.png
593,6.702,41.464,masks\oba_10530.png
594,10.504,5.627,masks\oba_10531.png
595,8.792,37.235,masks\oba_10532.png
596,9.631,28.359,masks\oba_10533.png
597,13.466,21.241,masks\oba_10534.png
598,5.67,3.015,masks\oba_10535.png
599,8.62,78.867,masks\oba_10536.png
600,11.528,44.541,masks\oba_10537.png
601,11.575,4.402,masks\oba_10538.png
602,12.561,9.747,masks\oba_10539.png
603,11.187,44.189,masks\oba_1054.png
604,13.546,38.987,masks\oba_10540.png
605,12.835,20.916,masks\oba_10541.png
606,21.041,36.46,masks\oba_10542.png
607,9.557,10.098,masks\oba_10543.png
608,12.094,7.591,masks\oba_10544.png
609,20.424,24.855,masks\oba_10545.png
610,8.881,37.793,masks\oba_10546.png
611,9.894,4.378,masks\oba_10547.png
612,5.196,0.194,masks\oba_10548.png
613,5.947,24.743,masks\oba_10549.png
614,9.902,73.845,masks\oba_1055.png
615,14.181,83.001,masks\oba_10550.png
616,6.117,37.913,masks\oba_10551.png
617,8.03,45.069,masks\oba_10552.png
618,8.716,78.277,masks\oba_10553.png
619,14.749,30.66,masks\oba_10554.png
620,9.057,34.624,masks\oba_10555.png
621,9.874,2.918,masks\oba_10556.png
622,9.761,28.706,masks\oba_10557.png
623,9.503,56.677,masks\oba_10558.png
624,12.733,10.141,masks\oba_10559.png
625,7.102,21.195,masks\oba_1056.png
626,9.126,11.938,masks\oba_10560.png
627,9.991,9.19,masks\oba_10561.png
628,5.22,13.137,masks\oba_10562.png
629,8.896,50.925,masks\oba_10563.png
630,4.819,34.996,masks\oba_10564.png
631,13.953,43.883,masks\oba_10565.png
632,5.504,32.826,masks\oba_10566.png
633,9.809,56.115,masks\oba_10567.png
634,13.425,26.768,masks\oba_10568.png
635,26.257,51.326,masks\oba_10569.png
636,13.071,73.815,masks\oba_1057.png
637,13.609,61.809,masks\oba_10570.png
638,13.123,38.776,masks\oba_10571.png
639,11.509,24.551,masks\oba_10572.png
640,6.221,45.708,masks\oba_10573.png
641,9.781,89.277,masks\oba_10574.png
642,6.402,1.456,masks\oba_10575.png
643,6.318,71.146,masks\oba_10576.png
644,10.458,33.652,masks\oba_10577.png
645,5.679,2.714,masks\oba_10578.png
646,14.654,34.3,masks\oba_10579.png
647,36.448,16.228,masks\oba_1058.png
648,25.623,62.499,masks\oba_10580.png
649,11.658,14.869,masks\oba_10581.png
650,8.987,32.198,masks\oba_10582.png
651,10.243,7.676,masks\oba_10583.png
652,9.407,25.669,masks\oba_10584.png
653,7.139,19.485,masks\oba_10585.png
654,19.704,30.938,masks\oba_10586.png
655,11.456,69.078,masks\oba_10587.png
656,9.632,86.905,masks\oba_10588.png
657,10.872,79.157,masks\oba_10589.png
658,10.479,70.727,masks\oba_1059.png
659,22.422,3.745,masks\oba_10590.png
660,12.301,54.137,masks\oba_10591.png
661,11.613,36.998,masks\oba_10592.png
662,9.79,35.371,masks\oba_10593.png
663,11.698,34.024,masks\oba_10594.png
664,20.697,75.019,masks\oba_10595.png
665,8.449,39.41,masks\oba_10596.png
